PMID,PMCID,Clinical trial ID,DOI,URL,Population,Study type,Drug name,Species,Note,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at,Drug CUI
35733414,PMC9218519,EudraCT number 2 0 19– 0 0 2 2 3 8 - 3 5,10.1002/prp2.980,,,PK,"beclomethasone, formoterol ",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,231,2025-12-02T16:03:28.889391,C0004905|C0060657
34569533,,,10.1159/000518657,,,"case report, PK",Baclofen(oral),Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,232,2025-12-02T16:03:28.889391,CUI_NOT_FOUND
34310083,,NCT04294069,,,delivery,PK,Azithromycin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,233,2025-12-02T16:03:28.889391,C0052796
31561960,PMC6878161,,10.1016/j.jpeds.2019.07.064,,,"PK, CT",atorvastatin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,234,2025-12-02T16:03:28.889391,C0286651
34732682,PMC8837686,NCT00042289 ,10.1097/QAI.0000000000002856,,2nd and 3rd trimester/delivery/postpartum,PK,Atazanavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,235,2025-12-02T16:03:28.889391,C1623567
32997183,,,10.1007/s00702-020-02253-4,,,PK,Aripiprazole,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,236,2025-12-02T16:03:28.889391,C0299792
34735099,,,10.1097/JCP.0000000000001490,,,"CT, PE, PK",Aripiprazole,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,237,2025-12-02T16:03:28.889391,C0299792
30539740,,,10.1016/j.jiac.2018.10.001,,,PK,Amikacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,238,2025-12-02T16:03:28.889391,C2734783
34035682,PMC8139570,,10.5863/1551-6776-26.4.372,,,PK,Amikacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,239,2025-12-02T16:03:28.889391,C2734783
34142330,,,10.1007/s40272-021-00456-0,,,PK,Amikacin,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,240,2025-12-02T16:03:28.889391,C2734783
34855626,PMC8826609,PACTR202007806554538 ,10.1097/QAI.0000000000002871,,,PK,Abacavir / Lamivudine / Lopinavir / Ritonavir ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,241,2025-12-02T16:03:28.889391,C1114174|C0209738|C1146864|C1114179
32697327,,,10.1093/cid/ciaa1026,,,PK,Abacavir,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,242,2025-12-02T16:03:28.889391,C1114174
32519032,,NCT01906671 ,,,,PK,6-mercaptopurine ,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,243,2025-12-02T16:03:28.889391,C0000618
36177836,PMC9704434,,10.1093/jac/dkac337,,lactation,PK,"10 raltegravir, 1 bictegravir, 2 rilpivirine, 2 darunavir/ritonavir and 3 tenofovir alafenamide patients",Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,244,2025-12-02T16:03:28.889391,CUI_NOT_FOUND|CUI_NOT_FOUND|CUI_NOT_FOUND|CUI_NOT_FOUND|CUI_NOT_FOUND
31950485,,EudraCT no. 2012-003189-42,,,labor,"efficacy, PD, PK",Oxycodone,Human,,PK Curation_BPCA_Cleaned.xlsx,PK curation_Shijun,Study,Study,245,2025-12-02T16:03:28.889391,C0030049
36768172,PMC9916042,,10.3390/ijms24031848,,delivery,PK,Sotalol,Human,,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Study,Study,218,2025-12-02T16:05:05.344521,C0037707
3239381,,,10.3109/00016348809029859,,1st trimester,PK,"diazepam, oxazepam",Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,121,2025-12-02T16:05:10.607303,C0012010|C0029997
24134697,,,10.1186/1471-2393-13-188,,delivery,"PE/CT, PK",diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,122,2025-12-02T16:05:10.607303,C0012010
3114732,,,10.1111/j.1600-0773.1987.tb01777.x,,delivery,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,123,2025-12-02T16:05:10.607303,C0012010
2721106,,,10.1038/clpt.1989.65,,delivery/labor,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,124,2025-12-02T16:05:10.607303,C0012010
2105100,,,10.1111/j.1365-2125.1990.tb03612.x,,lactation,case report PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,126,2025-12-02T16:05:10.607303,C0012010
7397084,,,10.1111/j.1471-0528.1980.tb04587.x,,delivery,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,128,2025-12-02T16:05:10.607303,C0012010
3920372,,,10.1080/02791072.1985.10472320,,lactation,case report PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,134,2025-12-02T16:05:10.607303,C0012010
13006,,,10.1002/j.1879-3479.1976.tb00598.x,,pregnancy/abortion,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,169,2025-12-02T16:05:10.607303,C0012010
20359,,,10.1002/j.1879-3479.1976.tb00105.x,,labor,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,175,2025-12-02T16:05:10.607303,C0012010
533212,,,,,labor,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,184,2025-12-02T16:05:10.607303,C0012010
699483,,,10.1002/cpt1978245590,,labor,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,188,2025-12-02T16:05:10.607303,C0012010
889746,,,10.1111/j.1471-0528.1977.tb12659.x,,delivery,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,190,2025-12-02T16:05:10.607303,C0012010
989345,,,,,lactation,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,194,2025-12-02T16:05:10.607303,C0012010
24101397,,,,,pregnancy,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,206,2025-12-02T16:05:10.607303,C0012010
4441031,,,,,pregnancy/abortion,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,218,2025-12-02T16:05:10.607303,C0012010
7318882,,,10.1007/BF00627924,,delivery,PK,diazepam,human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,242,2025-12-02T16:05:10.607303,C0012010
8244501,,,10.1007/BF02822187,,,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,246,2025-12-02T16:05:10.607303,C0012010
8671346,,,10.1093/oxfordjournals.humrep.a019272,,pregnancy/abortion,PK,diazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,248,2025-12-02T16:05:10.607303,C0012010
2119270,,,10.1038/clpt.1990.148,,lactation,PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,259,2025-12-02T16:05:10.607303,C5401398
25068572,,,10.1016/j.hrthm.2014.07.031,,pregnancy,PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,260,2025-12-02T16:05:10.607303,C5401398
34026129,,,10.1002/ccr3.3992,,3rd trimester,case report PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,265,2025-12-02T16:05:10.607303,C5401398
37060099,,,10.1186/s13006-023-00559-z,,lactation,case report PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,267,2025-12-02T16:05:10.607303,C5401398
7803877,,,10.1177/106002809402800907,,"3rd trimester, labor",case report ,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,272,2025-12-02T16:05:10.607303,C5401398
9475360,,,10.1159/000264498,,,case report PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,273,2025-12-02T16:05:10.607303,C5401398
9672783,,,,,delivery,case report PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,274,2025-12-02T16:05:10.607303,C5401398
1689933,,,10.1016/s0002-8703(05)80306-0,,"delivery, lactation",case report PK,flecainide,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,276,2025-12-02T16:05:10.607303,C5401398
38593524,,,10.1016/j.thromres.2024.04.003,,lactation,case report PK,rivaroxaban,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,540,2025-12-02T16:05:10.607303,C1739768
31746638,,,10.1089/bfm.2019.0230,,lactation,case report PK,rivaroxaban,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,542,2025-12-02T16:05:10.607303,C1739768
31532233,,,10.1089/bfm.2019.0124,,lactation,case report PK,rivaroxaban,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,543,2025-12-02T16:05:10.607303,C1739768
27396794,,,10.1016/j.chest.2016.01.021,,lactation,case report PK,rivaroxaban,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,547,2025-12-02T16:05:10.607303,C1739768
32488251,,EudraCT 2018-003852-19,10.1182/blood.2020006231,,lactation,PK,rivaroxaban,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,597,2025-12-02T16:05:10.607303,C1739768
2206788,,,10.1111/j.1365-2125.1990.tb03774.x,,lactation,PK,zopiclone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,606,2025-12-02T16:05:10.607303,C0078847
23666580,,,10.1097/FTD.0b013e318288453f,,pregnancy,PK,"zopiclone, dextroamphetamine+A4139",Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,607,2025-12-02T16:05:10.607303,C0078847|CUI_NOT_FOUND
17253922,,,10.1592/phco.27.2.306,,,case report ,zolpidem,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,615,2025-12-02T16:05:10.607303,C0078839
19657707,,,10.1007/s00737-009-0100-7,,delivery,PK,zolpidem,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,616,2025-12-02T16:05:10.607303,C0078839
2612539,,,10.1007/BF00679778,,lactation,PK,zolpidem,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,617,2025-12-02T16:05:10.607303,C0078839
16199350,,,10.1016/j.reprotox.2005.03.005,,delivery,PK,hydroxyzine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,629,2025-12-02T16:05:10.607303,C0020404
18193916,,,10.2165/00003088-200847020-00003,,lactation,PK,Duloxetine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,642,2025-12-02T16:05:10.607303,C0245561
19809008,,,10.1345/aph.1M317,,"lactation, labor",case report PK,Duloxetine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,643,2025-12-02T16:05:10.607303,C0245561
21359876,,,10.1007/s00737-011-0215-5,,"lactation, labor",case report PK,Duloxetine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,644,2025-12-02T16:05:10.607303,C0245561
29485905,,,10.1089/bfm.2017.0126,,lactation,case report PK,"Duloxetine, methylphenidate",Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,646,2025-12-02T16:05:10.607303,C0245561|C0025810
20848091,,,10.1007/s00228-010-0896-0,,3rd trimester,PK,Labetalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,659,2025-12-02T16:05:10.607303,C0022860
2309815,,,10.1016/0002-9378(90)90386-l,,3rd trimester,PK,Labetalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,662,2025-12-02T16:05:10.607303,C0022860
24297680,PMC4310214,,10.1007/s40262-013-0123-0,,2nd and 3rd trimester/postpartum,"PK, popPK modeling",Labetalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,664,2025-12-02T16:05:10.607303,C0022860
2616255,,,10.1007/BF01959416,,delivery,case report PK,Labetalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,665,2025-12-02T16:05:10.607303,C0022860
6849783,PMC1427790,,10.1111/j.1365-2125.1983.tb01531.x,,3rd trimester/postpartum,PK,Labetalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,685,2025-12-02T16:05:10.607303,C0022860
7295464,PMC1401807,,10.1111/j.1365-2125.1981.tb01224.x,,3rd trimester,CT,Labetalol,Human,excluded,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,687,2025-12-02T16:05:10.607303,C0022860
8227470,,,10.1002/j.1552-4604.1993.tb01933.x,,pregnancy,PK,Labetalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,691,2025-12-02T16:05:10.607303,C0022860
27528039,PMC5074472,,10.1124/dmd.116.071530,,pregnancy,PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,705,2025-12-02T16:05:10.607303,C0085208
33814540,PMC8426418,,10.1097/FTD.0000000000000885,,pregnancy/postpartum/delivery,PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,706,2025-12-02T16:05:10.607303,C0085208
8477117,,,10.1177/106002809302700406,,lactation,case report PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,710,2025-12-02T16:05:10.607303,C0085208
22682512,,,,,,Chromatography,bupropion,Human,excluded,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,712,2025-12-02T16:05:10.607303,C0085208
24732787,,, 10.1177/1060028014529548.,,lactation,case report PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,740,2025-12-02T16:05:10.607303,C0085208
19265649,,,10.4088/jcp.07l03133,,lactation,PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,741,2025-12-02T16:05:10.607303,C0085208
12416600,,,10.4088/jcp.v63n1008,,lactation,case report PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,742,2025-12-02T16:05:10.607303,C0085208
14985597,PMC1747823,,10.1136/tc.2003.004093,,lactation,PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,743,2025-12-02T16:05:10.607303,C0085208
27180885,PMC5321070,,10.1016/j.ajog.2016.05.016,,delivery,PK,bupropion,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,746,2025-12-02T16:05:10.607303,C0085208
33449825,,,10.1089/bfm.2020.0259,,lactation,PK,Alprazolam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,749,2025-12-02T16:05:10.607303,C0002333
17453885,,,10.1080/15563650601072191,,,case report PK,Alprazolam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,770,2025-12-02T16:05:10.607303,C0002333
8527284,PMC1365102,,10.1111/j.1365-2125.1995.tb05778.x,,lactation,PK,Alprazolam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,776,2025-12-02T16:05:10.607303,C0002333
15003078,,,,,,CT,Clonazepam,Human,excluded,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,789,2025-12-02T16:05:10.607303,C0009011
4022513,,,,,pregnancy,case report PK,Clonazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,820,2025-12-02T16:05:10.607303,C0009011
3208682,,,,,delivery,PK,clonidine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,3931,2025-12-02T16:05:10.607303,C0009014
7605757,,,,,delivery,PK,clonidine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,3936,2025-12-02T16:05:10.607303,C0009014
19116263,PMC2680537,,10.1124/dmd.108.024984,,pregnancy,PK,clonidine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,3958,2025-12-02T16:05:10.607303,C0009014
20598025,,,10.1111/j.1447-0756.2010.01246.x,,pregnancy,PK,cefixime,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4042,2025-12-02T16:05:10.607303,C0060400
17380592,,,,,lactation,PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4071,2025-12-02T16:05:10.607303,C0011812
6489423,,,,,lactation,case report PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4090,2025-12-02T16:05:10.607303,C0011812
9323536,,,,,pregnancy,case report PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4102,2025-12-02T16:05:10.607303,C0011812
19371319,PMC2679109,,10.1111/j.1365-2125.2009.03366.x,,lactation,case report PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4105,2025-12-02T16:05:10.607303,C0011812
25948577,,,10.1177/0890334415585067,,lactation,case report PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4147,2025-12-02T16:05:10.607303,C0011812
26452730,,,10.1177/0890334415610080,,lactation,PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4150,2025-12-02T16:05:10.607303,C0011812
27595432,,,,,pregnancy,PK,dextroamphetamine,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4154,2025-12-02T16:05:10.607303,C0011812
16143486,,,10.1016/j.jpba.2005.07.021,,delivery/postpartum,PK,lorazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4183,2025-12-02T16:05:10.607303,C0024002
42422,,,10.1093/bja/51.10.971,,delivery,PK,lorazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4191,2025-12-02T16:05:10.607303,C0024002
6108045,,,10.1111/j.1600-0773.1980.tb01852.x,,delivery,PK,lorazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4192,2025-12-02T16:05:10.607303,C0024002
6113019,,,10.1136/bmj.282.6270.1106,,delivery,PK,lorazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4193,2025-12-02T16:05:10.607303,C0024002
6117307,PMC1401888,,10.1111/j.1365-2125.1981.tb01259.x,,delivery,PK,lorazepam,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4194,2025-12-02T16:05:10.607303,C0024002
8329793,,,,,,,lorazepam,Human,excluded,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4197,2025-12-02T16:05:10.607303,C0024002
3768252,PMC1401139,,10.1111/j.1365-2125.1986.tb02903.x,,lactation,PK,trazodone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4202,2025-12-02T16:05:10.607303,C0040805
6117304,PMC1401819,,10.1111/j.1365-2125.1981.tb01232.x,,lactation,PK,Nadolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4298,2025-12-02T16:05:10.607303,C0027302
3427136,,,,,pregnancy,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4348,2025-12-02T16:05:10.607303,C0033497
3608376,,,,,3rd trimester/postpartum,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4352,2025-12-02T16:05:10.607303,C0033497
425926,,,10.1016/0002-9149(79)90090-0,,lactation,case report PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4361,2025-12-02T16:05:10.607303,C0033497
6519163,,,10.1007/BF00556896,,pregnancy,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4363,2025-12-02T16:05:10.607303,C0033497
6653642,,,10.1007/BF00542115,,pregnancy/postpartum,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4367,2025-12-02T16:05:10.607303,C0033497
6845404,,,10.1097/00007691-198303000-00008,,lactation,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4369,2025-12-02T16:05:10.607303,C0033497
685844,,,10.1016/0002-9149(78)90916-5,,delivery,case report,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4370,2025-12-02T16:05:10.607303,C0033497
6884410,,,10.1007/BF00607078,,delivery,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4372,2025-12-02T16:05:10.607303,C0033497
7046334,,,10.3109/00016348209156947,,delivery,PK,"Propranolol, Sotalol",Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4373,2025-12-02T16:05:10.607303,C0033497|C0037707
7312737,,,10.1136/pgmj.57.669.427,,delivery/lactation,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4375,2025-12-02T16:05:10.607303,C0033497
7329891,PMC2426155,,10.1136/pgmj.57.671.546,,lactation,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4376,2025-12-02T16:05:10.607303,C0033497
7742161,PMC1364960,,10.1111/j.1365-2125.1995.tb04430.x,,delivery,PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4377,2025-12-02T16:05:10.607303,C0033497
909024,,,10.1016/s0022-3476(77)81049-4,,delivery,case report PK,Propranolol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4384,2025-12-02T16:05:10.607303,C0033497
12932617,,,10.1016/s0735-1097(03)00779-4,,,"PK, PD",Sotalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4389,2025-12-02T16:05:10.607303,C0037707
6861867,,,10.1007/BF00609896,,pregnancy,,Sotalol,,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4393,2025-12-02T16:05:10.607303,C0037707
7426541,,,,,delivery/lactation,PK,Sotalol,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4394,2025-12-02T16:05:10.607303,C0037707
21030064,,,10.1016/j.chemosphere.2010.09.079,,lactation,PK,Octocrylene,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4395,2025-12-02T16:05:10.607303,C0257715
18709157,,,10.1289/ehp.11007,,3rd trimester,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4397,2025-12-02T16:05:10.607303,C0069803
21900077,,,10.1289/ehp.1103634,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4398,2025-12-02T16:05:10.607303,C0069803
23469879,PMC3638245,,10.1021/es400510g,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4400,2025-12-02T16:05:10.607303,C0069803
23562958,,,10.1016/j.envpol.2013.03.023,,delivery,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4402,2025-12-02T16:05:10.607303,C0069803
23712115,,,10.1016/j.scitotenv.2013.04.074,,"pregnancy, fetus",PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4403,2025-12-02T16:05:10.607303,C0069803
23714150,,,10.1016/j.chemosphere.2013.04.067,,"pregnancy, abortion",PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4404,2025-12-02T16:05:10.607303,C0069803
23942273,PMC3801458,,10.1289/ehp.1206335,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4405,2025-12-02T16:05:10.607303,C0069803
24529000,PMC4530794,,10.1016/j.envres.2013.12.004,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4407,2025-12-02T16:05:10.607303,C0069803
25435060,PMC4323928,,10.1016/j.ijheh.2014.11.001,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4409,2025-12-02T16:05:10.607303,C0069803
25463527,PMC4441603,,10.1016/j.reprotox.2014.11.006,,lactation,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4410,2025-12-02T16:05:10.607303,C0069803
25782115,PMC4492266,,10.1289/ehp.1408325,,pregnancy,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4411,2025-12-02T16:05:10.607303,C0069803
26575635,PMC4688162,,10.1016/j.scitotenv.2015.11.019,,pregnancy,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4414,2025-12-02T16:05:10.607303,C0069803
27037776,PMC4834980,,10.1016/j.envint.2016.03.019,,3rd trimester,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4415,2025-12-02T16:05:10.607303,C0069803
29100749,,,10.1016/j.envint.2017.10.005,,pregnancy/delivery/fetus,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4419,2025-12-02T16:05:10.607303,C0069803
29232646,,,10.1016/j.envres.2017.11.033,,lactation,PK,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4420,2025-12-02T16:05:10.607303,C0069803
29294443,PMC5899051,,10.1016/j.envint.2017.12.011,,fetus,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4421,2025-12-02T16:05:10.607303,C0069803
29362228,PMC5820990,,10.1530/EC-17-0375,,2nd trimester,PK /PE,Oxybenzone,Human,,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Study,Study,4422,2025-12-02T16:05:10.607303,C0069803
