PMID,Specimen type,Value,Unit,Time to specimen,Time unit,summary statistics,Variation type,variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
1636668.0,,1,mL,24,hours,,,,,,,49,child,,,"Blood samples (1 mL) were obtained at baseline, 30 minutes, 1,2, 4, 6, 8,12,/24 hours after discontinuation of the infusion.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,97,2025-12-02T15:56:55.066294
1636668.0,urine,,,4,hours,,,,,,,49,child,,,"After at least 12 hours of morphine infusion, a 4-hour urine collection was obtained from the catheter.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,98,2025-12-02T15:56:55.066294
1683310.0,Blood,,,,,,,,,,,40,Maternal,Delivery,,collected at different dose-delivery intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,99,2025-12-02T15:56:55.066294
1683310.0,umbilical cord blood,,,,,,,,,,,40,Fetal,Delivery,,collected at different dose-delivery intervals,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,100,2025-12-02T15:56:55.066294
1765214.0,Blood,,,,,,,,,,,16,,,,"maternal blood samples were taken from the antecubital vein 5, 15, 30/60 min after epidural injection/at the time of birth. Additional samples were taken at 120/300 min in 12 parturients.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,101,2025-12-02T15:56:55.066294
1765214.0,Umbilical vein,7.36,,,,mean,SD,0.03,,,,15,,,,summary statistic for pH values,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,102,2025-12-02T15:56:55.066294
1765214.0,Umbilical artery,7.29,,,,,,0.04,,,,15,,,,summary statistic for pH values,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,103,2025-12-02T15:56:55.066294
1869598.0,blood,,,0,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,104,2025-12-02T15:56:55.066294
1869598.0,,,,0.25,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,105,2025-12-02T15:56:55.066294
1869598.0,,,,0.5,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,106,2025-12-02T15:56:55.066294
1869598.0,,,,1,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,107,2025-12-02T15:56:55.066294
1869598.0,,,,2,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,108,2025-12-02T15:56:55.066294
1869598.0,,,,3,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,109,2025-12-02T15:56:55.066294
1869598.0,,,,4,hours,,,,,,,2,child,,,"administration of regular morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,110,2025-12-02T15:56:55.066294
1869598.0,,,,0,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,111,2025-12-02T15:56:55.066294
1869598.0,,,,1,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,112,2025-12-02T15:56:55.066294
1869598.0,,,,2,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,113,2025-12-02T15:56:55.066294
1869598.0,,,,2.5,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,114,2025-12-02T15:56:55.066294
1869598.0,,,,3,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,115,2025-12-02T15:56:55.066294
1869598.0,,,,3.5,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,116,2025-12-02T15:56:55.066294
1869598.0,,,,4,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,117,2025-12-02T15:56:55.066294
1869598.0,,,,6,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,118,2025-12-02T15:56:55.066294
1869598.0,,,,8,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,119,2025-12-02T15:56:55.066294
1869598.0,,,,10,hours,,,,,,,2,child,,,"administration of controlled-release morphine sulphate tablets: Blood samples were then collected just before a dose (0 h),/at 0.25,0.5,1.0,2.0,3.0/4.0 h after a dose",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,120,2025-12-02T15:56:55.066294
1883657.0,blood,,,,,,,,,,,20,maternal,,,in last  trimester ,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,121,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,1,h,,,,,,,9,neonatal,,,"infants on their  first  day of life by collecting 200 pL blood samples  at 1, 6 /24 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,122,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,6,h,,,,,,,9,neonatal,,,"infants on their  first  day of life by collecting 200 pL blood samples  at 1, 6 /24 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,123,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,24,h,,,,,,,9,neonatal,,,"infants on their  first  day of life by collecting 200 pL blood samples  at 1, 6 /24 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,124,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,24,h,,,,,,,11,neonatal,,,"the  infants  at 24,  48, 72/96 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,125,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,48,h,,,,,,,11,neonatal,,,"the  infants  at 24,  48, 72/96 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,126,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,72,h,,,,,,,11,neonatal,,,"the  infants  at 24,  48, 72/96 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,127,2025-12-02T15:56:55.066294
1883657.0,blood,200,ul,96,h,,,,,,,11,neonatal,,,"the  infants  at 24,  48, 72/96 h  after  delivery",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,128,2025-12-02T15:56:55.066294
1883657.0,urine  ,,,,,,,,,,,20,neonatal,,,The infant's first voided  urine  specimen ,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,129,2025-12-02T15:56:55.066294
1883657.0,cord blood,,,,,,,,,,,20,neonatal,,,at delivery,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,130,2025-12-02T15:56:55.066294
1883657.0,,,,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,131,2025-12-02T15:56:55.066294
1919898.0,blood,,,,,,,,,,,8,neonatal,,,All samples were obtained shortly after cannulation/then every 24 hours for the duration of ECMO therapy. ,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,132,2025-12-02T15:56:55.066294
1919898.0,,,,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,133,2025-12-02T15:56:55.066294
1923912.0,blood,0.5,ml,0,minutes,,,,,,,13,neonate ,,,serial alfentanil blood samples were obtained before/5/20 minutes after the loading dose,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,134,2025-12-02T15:56:55.066294
1923912.0,,0.5,ml,5,minutes,,,,,,,13,neonate ,,,serial alfentanil blood samples were obtained before/5/20 minutes after the loading dose,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,135,2025-12-02T15:56:55.066294
1923912.0,,0.5,ml,20,minutes,,,,,,,13,neonate ,,,serial alfentanil blood samples were obtained before/5/20 minutes after the loading dose,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,136,2025-12-02T15:56:55.066294
1923912.0,,0.5,ml,24,hours,,,,,,,13,neonate ,,,"Samples were then obtained at 24 hours/immediately before the end of the infusion, as well as 1, 4,/12 hours after the infusion was discontinued.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,137,2025-12-02T15:56:55.066294
1923912.0,,0.5,ml,1,hours,,,,,,,13,neonate ,,,"Samples were then obtained at 24 hours/immediately before the end of the infusion, as well as 1, 4,/12 hours after the infusion was discontinued.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,138,2025-12-02T15:56:55.066294
1923912.0,,0.5,ml,4,hours,,,,,,,13,neonate ,,,"Samples were then obtained at 24 hours/immediately before the end of the infusion, as well as 1, 4,/12 hours after the infusion was discontinued.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,139,2025-12-02T15:56:55.066294
1923912.0,,0.5,ml,12,hours,,,,,,,13,neonate ,,,"Samples were then obtained at 24 hours/immediately before the end of the infusion, as well as 1, 4,/12 hours after the infusion was discontinued.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,140,2025-12-02T15:56:55.066294
2012289.0,blood,,,,minutes,,,,range,5.0,180.0,6,children,,,"Six patients assigned to the bupivacaine/morphine group had blood samples taken at 5, 10, 20, 30, 60, 90, 120/180 minutes after the caudal injection",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,141,2025-12-02T15:56:55.066294
2078976.0,blood,0.4,ml,1,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,142,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,3,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,143,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,10,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,144,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,30,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,145,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,120,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,146,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,360,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,147,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,720,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,148,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,1080,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,149,2025-12-02T15:56:55.066294
2078976.0,,0.4,ml,1440,min,,,,,,,10,neonate ,,,"Arterial blood samples (0.4 ml) were obtained at 1, 3, 10, 30, 120, 360, 720, 1,080,/1,440 min after infusion",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,150,2025-12-02T15:56:55.066294
2097341.0,Blood,,,,,,,,,,,13,Maternal,Labor,,"Blood samples, 5 -10 ml, were collected in heparinized tubes at about 2-5, 10, 20, 30, 45, 60, 90, 120, 150, 180, 240/360 minutes after the injection,/also at delivery in the parturient group.",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,151,2025-12-02T15:56:55.066294
2097341.0,Blood,,,,,,,,,,,6,Adult,Nonpregnant,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,152,2025-12-02T15:56:55.066294
2137997.0,blood,,,,,,,,,,,9,infant,,,Venous blood samples were drawn from a peripheral vein during the preoperative period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,153,2025-12-02T15:56:55.066294
2137997.0,blood,,,,,,,,,,,11,child,,,Venous blood samples were drawn from a peripheral vein during the preoperative period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,154,2025-12-02T15:56:55.066294
2137997.0,blood,,,,,,,,,,,11,adult,,,Venous blood samples were drawn from a peripheral vein during the preoperative period,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,155,2025-12-02T15:56:55.066294
2137997.0,cord blood,,,,,,,,,,,18,neonate,,,blood samples were drawn from the maternal end of the umbilical cord immediately after birth but before the placenta was delivered,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,156,2025-12-02T15:56:55.066294
2137997.0,,,,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,157,2025-12-02T15:56:55.066294
2240676.0,colostrum,>3,ml,,,,,,,,,10,Maternal,postpartum,,"Colostrum/breast milk specimens (minimum of 3 ml) were obtained either by manual expression or by assistance from an electronic suction pump under obstetric nursing supervision at 12, 24, 36, 48, 72,/96 hpostpartum, with a 3-h interval of acceptability (i.e., 10.5- 13.5 h, 22.5-25.5 hpostpartum, etc.).",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,158,2025-12-02T15:56:55.066294
2240676.0,breast milk,>3,ml,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,159,2025-12-02T15:56:55.066294
2248393.0,blood,,,,,,,,,,,37,neonate,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,160,2025-12-02T15:56:55.066294
2248393.0,,,,,,,,,,,,,,,,,Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,161,2025-12-02T15:56:55.066294
2262875.0,Blood,,,,,,,,,,,5,Maternal,Labor,,"After morphine was given, repeated blood samples were collected from the cubital vein of the mother. At least three maternal samples were taken immediately before/after the fetal blood sample",Combined PK ONLY Opioids Data Curation 10.2023.xlsx,Aditi,Specimen (summary),Specimen_summary,162,2025-12-02T15:56:55.066294
